project_id,project_name,methodologyorprotocol,fully_harmonized_methodologyorprotocol,region,voluntary_registry,type_from_registry,project_developer,arborwa_project,type,rule-based_type_mapping_first
VCS3053,Sustainable Agricultural Land Management Project by Greneity,VM0042,VM0042 Methodology for Improved Agricultural Land Management,Asia,VCS,Agriculture Forestry and Other Land Use,Greneity Infocom Service Pvt Ltd,No,Sustainable Agriculture, 
VCS1743,Beampingaratsy REDD Project,VM0007,VM0007 REDD+ Methodology Framework (REDD-MF),Africa,VCS,Agriculture Forestry and Other Land Use,BNC REDD+,No,REDD+, 
GS5404,Qinghai Delingha Xiehe Solar PV Power Generation Project (GS3341 Conversion CER to VER),ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Solar Thermal - Electricity,Goldchina Consultancy International Co. Ltd,No,Solar - Centralized,Solar - Centralized
VCS508,"Natural Gas based Combined Cycle Power Project at Valantharavai Village, Ramanathapuram District, Tamil Nadu by Penna Electricity Limited [Formerly Arkay Energy Limited]",AM0029,AM0029 Baseline Methodology for Grid Connected Electricity Generation Plants using Natural Gas,Asia,VCS,Energy industries (renewable/non-renewable sources),Pioneer Power Limited,No,Natural Gas Electricity Generation,Natural Gas Electricity Generation
GS2772,Avoidance of Methane Emissions at Organic Compost Soil Amendment Facility,ACM0010,"ACM0010 GHG emission reductions from manure management systems
", ,GOLD,Other,GEC Organics,No,Composting, 
VCS2777,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-019,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves, 
GS12255,Improved Cookstove and Safe Water Programme – Kenya - VPA 53,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply, ,GOLD,Energy Efficiency - Domestic,Impact Carbon,No,Clean Water,Clean Water
GS11477,GS11450 - MicroEnergy Credits – Microfinance for Clean Energy Product Lines – India - CPA 07 - GS11477,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,MicroEnergy Credits,No,Bundled Energy Efficiency, 
VCS89,Xinjiang Dabancheng Sanchang First Phase Wind Farm Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),"Xinjiang Tianfeng Wind Power Co., Ltd.",No,Wind,Wind
ACR786,Finite Carbon - Scott Woodlands IFM,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands, ,ACR,Forest Carbon,836,No,Improved Forest Management,Improved Forest Management
VCS462,Sinohydro Inner Mongolia Ximeng Honggeer Wind Power Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,VCS,Energy industries (renewable/non-renewable sources),"Sinohydro Renewable Energy Co., Ltd.",No,Wind,Hydropower
GS6008,GS2489 – Efficient cookstoves in Benin and Togo – VPA2 – EcoBénin – Wanrou efficient cookstoves in Atacora/Donga region,GS MS Simplified Methodology for Efficient Cookstoves,GS Simplified Methodology for Clean and Efficient Cookstoves, ,GOLD,Energy Efficiency - Domestic,CO2logic,No,Cookstoves,Cookstoves
CAR1238,Heartland Ranch Phase 1,CAR U.S. Grassland Protocol,CAR U.S. Grassland Protocol, ,CAR,Avoided Grassland Conversion,Southern Plains Land Trust,No,Avoided Grassland Conversion,Avoided Grassland Conversion
VCS3188,Hwngzcouh Water Management with Rice Cultivation,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Africa,VCS,Agriculture Forestry and Other Land Use,Guangxi Meiluo Agricultural Science and Technology Co Ltd.,No,Rice Emission Reductions,Rice Emission Reductions
ACR593,NMMC1,ARB Compliance Offset Protocol: Mine Methane Capture Projects,ARB Compliance Offset Protocol: Mine Methane Capture Projects, ,ACR,Coal Mine Methane,Environmental Commodities Corporation,Compliance,Mine Methane Capture,Mine Methane Capture
GS7620,50.6 MW Wind Power Project at Umrali Gujarat by Powerica Limited ,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,Powerica Limited,No,Wind,Wind
GS11358,Efficient Kitchens in India,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,ClimateCare Limited,No,Cookstoves, 
CAR1570,El Pirú,CAR Mexico Forest Protocol,CAR Mexico Forest Protocol, ,CAR,Forestry - MX,Toroto SAPI de CV,No,Improved Forest Management,Improved Forest Management
GS7476,GS1247 VPA 204 Sierra Leone Safe Water,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water, 
VCS2847,JinNa Adjusted Water Management in Rice Cultivation,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Guizhou Zhongjian’yangchen Energy Investment Co., Ltd.",No,Rice Emission Reductions,Rice Emission Reductions
VCS1558,"Agroforestry and forest restoration for ecological connectivity, poverty reduction and biodiversity conservation in Cerro San Gil, Caribbean Guatemala",AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Latin America,VCS,Agriculture Forestry and Other Land Use,Livelihoods Fund SICAV SIF,No,Afforestation/Reforestation,Afforestation/Reforestation
GS11998,Small-scale solar electrical programme South Africa – CPA-003,AMS-I.F.,AMS-I.F. Renewable electricity generation for captive use and mini-grid, ,GOLD,Other,BLUE WORLD CARBON ASSET MANAGEMENT (PTY) LTD,No,Solar - Distributed, 
VCS1485,Chorokhi Hydro Power Plant Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Achar Energy 2007 Ltd. Co.,No,Hydropower,Hydropower
ACR747,Advanced Refrigeration - ARS2020001,Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems, ,ACR,Industrial Process Emissions,Therm Solutions Inc.,No,Advanced Refrigerants,Advanced Refrigerants
CAR1532,"Carbono, Agua y Biodiversidad Indígena Comaltepec",CAR Mexico Forest Protocol,CAR Mexico Forest Protocol, ,CAR,Forestry - MX,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,No,Improved Forest Management,Improved Forest Management
ACR293,Finite Carbon - Lakes Region Conservation Trust IFM,ARB Compliance Offset Protocol: U.S. Forest Projects,ARB Compliance Offset Protocol: U.S. Forest Projects, ,ACR,Forest Carbon,Lakes Region Conservation Trust,Compliance,Improved Forest Management, 
VCS1108,23.80 MW KIY Regulator and Hydroelectric Power Plant Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,VCS,Energy industries (renewable/non-renewable sources),Kyy Enerji A.S.,No,Hydropower,Hydropower
VCS4850,AMAZONAS APD GROUPED PROJECT,VM0007,VM0007 REDD+ Methodology Framework (REDD-MF),Latin America,VCS,Agriculture Forestry and Other Land Use,BRCARBON SERVICOS AMBIENTAIS LTDA,No,REDD+, 
VCS75,5.4 MW Grouped Wind Power Project in Gujarat & Maharashtra (India) by Rohan Builders (India) Pvt Ltd.,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),Rohan Builders (India),No,Wind,Wind
GS3547,20 MW Biomass Power Project at Godawari Power and Ispat Limited Chhattisgarh,ACM0018,ACM0018 Electricity generation from biomass in power-only plants, ,GOLD,"Biomass, or Liquid Biofuel - Electricity",Godawari Green Energy Limited,No,Biomass,Biomass
GS6041,GS1247 VPA 129 Zoba Anseba Community Safe Water,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water, 
VCS1887,Nanyang Danjiang River Solar Cooker Project Phase II,AMS-I.C.,AMS-I.C. Thermal energy production with or without electricity,Asia,VCS,Energy industries (renewable/non-renewable sources),Credits transferred from approved GHG program,No,Cookstoves, 
VCS1235,Hydroelectric Project Cantayus,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Latin America,VCS,Energy industries (renewable/non-renewable sources),Generadora Cantayus S.A.S. E.S.P.,No,Hydropower,Hydropower
ACR699,Anew - Longview Ranch Forestry Project,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands, ,ACR,Forest Carbon,Blue Source,No,Improved Forest Management,Improved Forest Management
ACR217,São Luís Renewable Energy Project,AMS-I.E.,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user, ,ACR,Fuel Switching,Sustainable Carbon - Projetos Ambientais Ltda.,No,Biomass, 
VCS973,Totoral Wind Farm Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Latin America,VCS,Energy industries (renewable/non-renewable sources),Multiple Proponents,No,Wind,Wind
VCS2332,Culiacan Norther Landfill Ga Project - CER Conversion,ACM0001,ACM0001 Flaring or use of landfill gas,Latin America,VCS,Waste handling and disposal,Converted From a another GHG program CDM,No,Landfill Methane,Landfill Methane
VCS983,African Improved Cooking Stoves Grouped Project,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Africa,VCS,Energy demand,Vitol SA,No,Cookstoves, 
VCS3678,Chia Tai AWMS GHG Mitigation Project in Guangdong Province,ACM0010,"ACM0010 GHG emission reductions from manure management systems
",Asia,VCS,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal","Guangdong Zhanjiang Chia Tai Swine Industry Co., Ltd.",No,Manure Methane Digester, 
VCS1500,Reis Enerji Grouped HEPP Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,VCS,Energy industries (renewable/non-renewable sources),Reis Rs Enerji Elektrik Üretim Sanayi ve Ticaret A.Ş.,No,Hydropower,Hydropower
GS1309,Low cost irrigation devices programme in India,AMS-I.B.,AMS-I.B. Mechanical energy for the user with or without electrical energy, ,GOLD,Other,International Development Enterprises (India),No,Improved Irrigation Management, 
GS2505,GS2506 Improved Cooking Stoves Programme in Côte d’Ivoire - VPA001,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,AERA Group,No,Cookstoves, 
CAR577,VAMOX® Demonstration Project at JWR Shaft No. 4-9,CAR U.S. Coal Mine Methane Protocol,ARB Compliance Offset Protocol: Mine Methane Capture Projects, ,CAR,Coal Mine Methane - VAM,Biothermica Coal Carbon Inc.,Early Action,Mine Methane Capture,Mine Methane Capture
VCS1977,Oualidia 1&2 Wind Projects, , , ,VCS,Energy industries (renewable/non-renewable sources),AERA Group,No,Wind, 
CAR1321,Remley Family Farms Anaerobic Digester,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems, ,CAR,Livestock - ARB Compliance,"3Degrees Group, Inc",Compliance,Manure Methane Digester,Manure Methane Digester
VCS3599,Grouped Projects for Safe Drinking Water for Schools in Viet Nam,AMS-III.AV.,AMS-III.AV. Low greenhouse gas emitting safe drinking water production systems,Asia,VCS,Energy demand,Sustainability Investment Promotion and Development Joint Stock Company,No,Clean Water,Clean Water
GS7613,Waste Management PoA in India VPA 4,AMS-III.AO.,AMS-III.AO. Methane recovery through controlled anaerobic digestion, ,GOLD,Other,Value Network Venture Advisory Services Pte. Ltd.,No,Waste Diversion, 
VCS203,"Blumenthal 7, Utilisation of Coal-Mine-Methane", , , ,VCS,"Fugitive emissions from fuels (solid, oil and gas)",Carbon-TF B.V.,No,Mine Methane Capture, 
GS1231,The Breathing Space Improved Cooking Stoves Programme India - VPA No. 01 Envirofit,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,Envirofit International Ltd.,No,Cookstoves, 
VCS775,Northeast Farm Separation Project – Phase 1,AMS-III.Y,AMS-III.Y. Methane avoidance through separation of solids from wastewater or manure treatment systems,North America,VCS,Waste handling and disposal,"Mercer Vu Farms, Inc.",No,Solid Waste Separation,Solid Waste Separation
ACR945,HT HFC Reclamation Project Champaign 2022-2,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants","ACR Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants", ,ACR,Industrial Process Emissions,Hudson Technologies Company,No,HFC Refrigerant Reclamation,HFC Refrigerant Reclamation
GS11269,Improved Cookstove and Safe Water Programme – Nigeria – VPA 11,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply, ,GOLD,Energy Efficiency - Domestic,Impact Carbon,No,Clean Water,Clean Water
VCS4390,Jiangsu Guanyun Improved Agricultural Land Management Project,VM0042,VM0042 Methodology for Improved Agricultural Land Management,Asia,VCS,Agriculture Forestry and Other Land Use,"Fujian Huanrong Environmental Protection Co., Ltd",No,Sustainable Grassland Management, 
VCS3559,Bundled Solar Power Project by Sun Source Energy Private Limited 02,AMS-I.F.,AMS-I.F. Renewable electricity generation for captive use and mini-grid,Asia,VCS,Energy industries (renewable/non-renewable sources),Sun Source Energy Private Limited.,No,Solar - Distributed, 
VCS377,"11.60 MW Bundled grid-connected wind electricity generation project at Tirunelveli, Tamil Nadu, India",AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),Indian Wind Power Association,No,Wind,Wind
GS12360,Promotion of clean cooking solutions in rural India by Infosys – VPA 3,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Biogas - Heat,Infosys,No,Biodigesters, 
VCS4511,Silvador Climate Action,VM0012,VM0012 Improved Forest Management in Temperate and Boreal Forests (LtPF),Europe,VCS,Agriculture Forestry and Other Land Use,Multiple Proponents,No,Improved Forest Management,Improved Forest Management
GS5191,GS1247 VPA 77 Lango Safe Water Project,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes, 
VCS3609,MUTLULAR BIOGAS ANIMAL MANURE METHANE RECOVERY AND UTILIZATION PLANT,AM0073,AM0073 GHG emission reductions through multi-site manure collection and treatment in a central plant,Middle East,VCS,Waste handling and disposal,Multiple Proponents,No,Manure Methane Digester, 
GS2464,Akbuk Wind Power Plant,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,Cagla Balci Eris,No,Wind,Wind
CAR1059,DPC Domestic ODS Destruction Project #19,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks, ,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,"Diversified Pure Chem, LLC",Compliance,Ozone Depleting Substances Recovery & Destruction,Ozone Depleting Substances Recovery & Destruction
VCS3777,Tibet Nagqu Improved Grassland Management Project,VM0026,VM0026 Methodology for Sustainable Grassland Management (SGM),Asia,VCS,Agriculture Forestry and Other Land Use,National Forestry and Grassland Administration Northwest Investigation and Planning Institute,No,Sustainable Grassland Management,Sustainable Grassland Management
GS7164,72 MW Wind power project in the South Sulawesi Province of Indonesia,Other,Other, ,GOLD,Wind,Kosher Climate India Pvt Ltd,No,Wind,Wind
GS1229,Organic waste composting in Kathmandu Valley,AMS-III.F.,AMS-III.F. Avoidance of methane emissions through composting, ,GOLD,Other,myclimate Foundation,No,Composting, 
CAR1047,DPC Domestic ODS Destruction Project #17,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks, ,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,"Diversified Pure Chem, LLC",Compliance,Ozone Depleting Substances Recovery & Destruction,Ozone Depleting Substances Recovery & Destruction
VCS3829,Adjusted Water Management in Rice Cultivation In Zengdu District,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Wuhan Haimingsen Environmental Protection Technology Co., Ltd.",No,Rice Emission Reductions,Rice Emission Reductions
VCS4497,Amazon Partners 20,VM0015,VM0015 Methodology for Avoided Unplanned Deforestation,Latin America,VCS,Agriculture Forestry and Other Land Use,"Amazon Partners 20, LLC",No,REDD+, 
GS2416,Yanhe Dejiang and Yinjiang Rural Methane Digesters Project in Guizhou Province China,AMS-I.C.,AMS-I.C. Thermal energy production with or without electricity, ,GOLD,Biogas - Heat,Guizhou Honor Carbon Asset Management Co. Ltd,No,Biodigesters, 
VCS408,Thanawat wastewater treatment and biogas utilization project,AMS-I.D.;AMS-III.H.,AMS-I.D. Grid connected renewable electricity generation;AMS-III.H. Methane recovery in wastewater treatment,Asia,VCS,Waste handling and disposal,"Thanawat Biogas Co., Ltd",No,Methane Recovery in Wastewater, 
GS7555,Solar PV power project by Roha Dyechem Pvt. Ltd. (EKIESL.CDM.Aug-11-02),ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Solar Thermal - Electricity,Infinite Environmental Solutions LLP,No,Solar - Centralized,Solar - Centralized
VCS1340,Bale Mountains Eco-region REDD+ project,VM0015,VM0015 Methodology for Avoided Unplanned Deforestation,Africa,VCS,Agriculture Forestry and Other Land Use,Oromia Forest and Wildlife Enterprise,No,REDD+, 
ACR573,A-Gas V1,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants","ACR Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants", ,ACR,Industrial Process Emissions,A-Gas US Inc.,No,HFC Refrigerant Reclamation,HFC Refrigerant Reclamation
VCS853,5 MW Wind power project by UIC Udyog Limited,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),"UIC UDYOG LIMITED,KOLKATA",No,Wind,Wind
CAR1185,Finite Carbon - The Forestland Group Buffalo IFM I,ARB Compliance Offset Protocol: U.S. Forest Projects,ARB Compliance Offset Protocol: U.S. Forest Projects, ,CAR,Improved Forest Management - ARB Compliance,Heartwood Forestland Fund III Limited Partnership,No,Improved Forest Management,Improved Forest Management
VCS3021,Reducing Gas Leakages within North West and other sub-areas of the Titas Gas Distribution Network in Bangladesh,AM0023,"AM0023 Leak detection and repair in gas production, processing, transmission, storage and distribution systems and in refinery facilities",Asia,VCS,"Fugitive emissions from fuels (solid, oil and gas)",Carbon Projects LLC,No,Leak Detection & Repair in Gas Systems,Leak Detection & Repair in Gas Systems
GS6055,GS5047 VPA12 African Improved Cookstoves and Clean Water Programme: Virunga Mountain Gorilla Cookstove Project Musanze VI,Other,Other, ,GOLD,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Cookstoves, 
VCS3697,Wangxingzhuang CMM Power Generation Project,ACM0008,ACM0008 Abatement of methane from coal mines,Asia,VCS,Energy industries (renewable/non-renewable sources); Mining/mineral production,"Xinzheng Yonder New Energy Co., Ltd.",No,Mine Methane Capture,Mine Methane Capture
VCS3531,Global Cookstove Program (Phase 59),VMR0006,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,Asia,VCS,Energy demand,EKI Energy Services Limited,No,Cookstoves, 
VCS1317,Reforestation Grouped Project at Pratigi Environmental Protection Area,AR-AMS0007,AR-AMS0007 Afforestation and reforestation project activities implemented on lands other than wetlands,Latin America,VCS,Agriculture Forestry and Other Land Use,Multiple Proponents,No,Afforestation/Reforestation,Afforestation/Reforestation
VCS843,Ban Coc Hydropower Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Que Phong Hydropower Joint Stock Company,No,Hydropower,Hydropower
GS500,Darfur Efficient Cook-stove Project,GS Methodology for Improved Cook stoves and Kitchen Regimes,GS Methodology for Improved Cookstoves and Kitchen Regimes, ,GOLD,Energy Efficiency - Domestic,Carbon Clear,No,Cookstoves, 
VCS543,Inner Mongolia Wuliji Wind Farm Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),"CGN Wind Power CO.,Ltd.",No,Wind,Wind
CAR1797,PRODUCTORA SILVÍCOLA MARTE S.P.R. DE R.L.,CAR Mexico Forest Protocol,CAR Mexico Forest Protocol, ,CAR,Forestry - MX,Bioforestal Innovación Sustentable S.C.,No,Improved Forest Management,Improved Forest Management
ACR122,Romeoville LFG to Energy,"Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion","Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion", ,ACR,Landfill Gas Capture & Combustion,Biogas Energy Solutions,No,Landfill Methane,Landfill Methane
VCS4687,Tueré REDD+ Project,VM0015,VM0015 Methodology for Avoided Unplanned Deforestation,Latin America,VCS,Agriculture Forestry and Other Land Use,Multiple Proponents,No,REDD+, 
VCS3240,The Core Carbon,VMR0006,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,Asia,VCS,Energy demand,Core CarbonX Solutions Pvt. Ltd.,No,Cookstoves, 
GS1244,Production of thermal energy from renewable biomass at Melhoramentos Papeis Ltda,AMS-I.C.,AMS-I.C. Thermal energy production with or without electricity, ,GOLD,"Biomass, or Liquid Biofuel - Heat",myclimate Foundation,No,Biomass,Biomass
GS7140,Solar Project by Parampujya Solar Energy Pvt. Ltd.,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Solar Thermal - Electricity,Infinite Environmental Solutions LLP,No,Solar - Centralized,Solar - Centralized
CAR630,Presque Isle Landfill,CAR U.S. Landfill Protocol,CAR U.S. Landfill Protocol, ,CAR,Landfill Gas Capture/Combustion,City of Presque Isle,No,Landfill Methane,Landfill Methane
CAR1153,Holsum Elm Dairy,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems, ,CAR,Livestock - ARB Compliance,"Holsum Dairies, LLC",Compliance,Manure Methane Digester,Manure Methane Digester
ACR790,Finite Carbon - Appalachian Carbon Exchange IFM,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands, ,ACR,Forest Carbon,Tennessee River Gorge Trust,No,Improved Forest Management,Improved Forest Management
GS1298,Caruquia 9.76 MW hydroelectric project Pre-CDM VERs,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation, ,GOLD,"Small, Low - Impact Hydro",ALLCOT AG,No,Hydropower,Hydropower
VCS2620,Ribeirinho REDD+ Project,VM0015,VM0015 Methodology for Avoided Unplanned Deforestation,Latin America,VCS,Agriculture Forestry and Other Land Use,Multiple Proponents,No,REDD+, 
GS5523,Solar Power Project by Fortum FinnSurya Energy Pvt Ltd,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Solar Thermal - Electricity,Fortum India Private Limited,No,Solar - Centralized,Solar - Centralized
GS12605,OYU - Building Sustainable Ugandan Communities,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,SHRI MAA MARKETING PRIVATE LIMITED,No,Cookstoves, 
VCS4382,MSW to Compost through BSF Rearing process,AMS-III.F.,AMS-III.F. Avoidance of methane emissions through composting,Asia,VCS,Waste handling and disposal,Ento Proteins Private Limited,No,Composting, 
VCS1202,LOWER ZAMBEZI REDD+ PROJECT,VM0009,VM0009 Methodology for Avoided Ecosystem Conversion,Africa,VCS,Agriculture Forestry and Other Land Use,BioCarbon Partners,No,REDD+, 
VCS3619,Methane avoidance in rice cultivation in Donggang district of Huarong county,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Hunan Yueyang Huabanqiao Market Development Co., Ltd.",No,Rice Emission Reductions,Rice Emission Reductions
GS849,Social Education and Development Society (SEDS) Biogas CDM project for the rural poor,AMS-I.E.,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user, ,GOLD,"Biomass, or Liquid Biofuel - Heat",Social Education & Development Society (SEDS),No,Biodigesters,Biomass
VCS1945,MSA-1 Hydropower Plant,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Latin America,VCS,Energy industries (renewable/non-renewable sources),Araucania Power SpA,No,Hydropower,Hydropower
GS642,Bulam 7MW HEPP,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,"Small, Low - Impact Hydro",Deactivated Projects,No,Hydropower,Hydropower
GS3077,KAROVA WPP,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,Fina Enerji Holding A.Ş.,No,Wind,Wind
ACR729,Cumberland County Solid Waste Complex: GHG Emissions Reduction Automated Collection of Landfill Gas,Landfill Gas Destruction and Beneficial Use Projects,ACR Landfill Gas Destruction and Beneficial Use Projects, ,ACR,Landfill Gas Capture & Combustion,"Loci Controls, Inc.",No,Landfill Methane,Landfill Methane
VCS3657,Grouped Commercial Vehicle EV Project in India,AMS-I.F.;AMS-III.C.,AMS-I.F. Renewable electricity generation for captive use and mini-grid;AMS-III.C. Emission reductions by electric and hybrid vehicles,Asia,VCS,Transport,Multiple Proponents,No,Electric Vehicles & Charging, 
GS11926,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 26,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,Hestian Innovation,No,Cookstoves, 
GS4640,Karabel Wind Power Plant,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation, ,GOLD,Wind,Egener Elektrik Ãœretim ve Makine Sanayi Ticaret Anonim Sirketi,No,Wind,Wind
VCS2610,Unitán afforestation and reforestation of grazing lands project,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Latin America,VCS,Agriculture Forestry and Other Land Use,UNITAN SAICA,No,Afforestation/Reforestation,Afforestation/Reforestation
VCS3723,Adjusted Water Management in Rice Cultivation in Baimasi Town,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,Hubei Jiangling County Agricultural Technology Extension Center,No,Rice Emission Reductions,Rice Emission Reductions
VCS187,Maobaguan 24MW Hydropower Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,VCS,Energy industries (renewable/non-renewable sources),"Shaanxi Hanjiang Hydropower Development Co., Ltd",No,Hydropower,Hydropower
GS7581,GS1247 VPA 225 The Gambia Safe Water,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water, 
VCS160,Westfalen 1/2 Utilization of Coalmine Methane,AMS-III.D.,AMS-III.D. Methane recovery in animal manure management systems, ,VCS,Mining/mineral production,Carbon-TF B.V.,No,Mine Methane Capture,Mine Methane Capture
CAR1280,ClimeCo ODS Destruction 25,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks, ,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,ClimeCo LLC,Compliance,Ozone Depleting Substances Recovery & Destruction,Ozone Depleting Substances Recovery & Destruction
