project_id,project_name,methodology,region,voluntary_registry,project_type_from_the_registry,project_developer,arb_wa_project,project_type
VCS2654,"AAC Blocks Project in Siddipet, Telengana by Sri Sai AAC Blocks","AMS-III.Z. Fuel switch, process improvement and energy efficiency in brick manufacture",Southern Asia,VCS,Manufacturing industries,Sri Sai AAC Blocks,No,Brick Manufacturing Emission Reductions
VCS2655,IMPROVED COOK STOVE PROGRAMME IN FIJI – CPA01,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Oceania,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2656,IMPROVED COOK STOVE PROGRAMME IN FIJI – CPA02,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Oceania,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2657,SHINE – Distribution of LED Lightbulbs in India-3,AMS-II.C. Demand-side energy efficiency activities for specific technologies,Southern Asia,VCS,Energy demand,Multiple Proponents,No,Lighting
VCS2658,SHINE – Distribution of LED Lightbulbs in India-4,AMS-II.C. Demand-side energy efficiency activities for specific technologies,Southern Asia,VCS,Energy demand,Brightspark Energy Pvt. Ltd.,No,Lighting
VCS2659,Ruijing Geothermal Based Space Heating System,AM0072 Fossil fuel displacement by geothermal resources for space heating,Eastern Asia,VCS,Energy industries (renewable/non-renewable sources),"Wanjiang New Energy Group Co., Ltd.",No,Geothermal
VCS2660,KONYA ENERGY BIOGAS PLANT,AM0073 GHG emission reductions through multi-site manure collection and treatment in a central plant,Western Asia,VCS,Waste handling and disposal,Multiple Proponents,No,Manure Methane Digester
VCS2661,Jilin Longjing IFM (conversion of logged to protected forest) Project,VM0010 Methodology for Improved Forest Management: Conversion from Logged to Protected Forest,Eastern Asia,VCS,Agriculture Forestry and Other Land Use,Longjing State owned Sanhe Forest Farm,No,Improved Forest Management
VCS2663,"AAC Blocks Project in Siddipet, Telengana by Sree Sai Rama Industries","AMS-III.Z. Fuel switch, process improvement and energy efficiency in brick manufacture",Southern Asia,VCS,Manufacturing industries,Sree Sai Rama Industries,No,Brick Manufacturing Emission Reductions
VCS2668,Suzhou Landfill in Anhui Province Gas Utilization Project,ACM0001 Flaring or use of landfill gas,Eastern Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"Henan BCCY Environmental Energy CO.,LTD.",No,Landfill Methane
VCS2669,Shenyang Daxin Landfill Gas to Electricity Project,ACM0001 Flaring or use of landfill gas,Eastern Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"Henan BCCY Environmental Energy CO.,LTD.",No,Landfill Methane
VCS2671,Viet Nam Improved Cookstove Project by KCM – Improved Cookstove Project in Thanh Hoa Province – CPA 009,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,South-Eastern Asia,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2672,Viet Nam Improved Cookstove Project by KCM – Improved Cookstove Project in Thanh Hoa Province – CPA 010,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,South-Eastern Asia,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2674,Inner Mongolia Moerdaoga Improved Forest Management Project,VM0010 Methodology for Improved Forest Management: Conversion from Logged to Protected Forest,Eastern Asia,VCS,Agriculture Forestry and Other Land Use,"Moerdaoga Forest Industry Co. LTD, China Inner Mongolia Forest Industry Group",No,Improved Forest Management
VCS2676,Community Carbon Efficient Cooking Programme - Tanzania-1,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,Sub-Saharan Africa,VCS,Energy demand,Community Carbon,No,Cookstoves
VCS2677,Anyang Tanggou MSW landfill site LFG recovery to power project,ACM0001 Flaring or use of landfill gas,Eastern Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"Henan BCCY Environmental Energy CO.,LTD.",No,Landfill Methane
VCS2678,Shangqiu MSW landfill site LFG recovery to power project,AMS-I.D. Grid connected renewable electricity generation;AMS-III.G. Landfill methane recovery,Eastern Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"Henan BCCY Environmental Energy CO.,LTD.",No,Landfill Methane
VCS2679,Jiyuan MSW Landfill Site LFG Recovery to Power Project,AMS-I.D. Grid connected renewable electricity generation;AMS-III.G. Landfill methane recovery,Eastern Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"Henan BCCY Environmental Energy CO.,LTD.",No,Landfill Methane
VCS2681,Jiaozuo Zhouliu MSW Landfill site LFG Recovery to Power Project,AMS-I.D. Grid connected renewable electricity generation;AMS-III.G. Landfill methane recovery,Eastern Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"Henan BCCY Environmental Energy CO.,LTD.",No,Landfill Methane
VCS2682,Luoyang Landfill Site LFG Recovery to Electricity Project,ACM0001 Flaring or use of landfill gas,Eastern Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"Henan BCCY Environmental Energy CO.,LTD.",No,Landfill Methane
VCS2683,Luohe MSW Landfill Site LFG Recovery to Power Project,AMS-I.D. Grid connected renewable electricity generation;AMS-III.G. Landfill methane recovery,Eastern Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"Henan BCCY Environmental Energy CO.,LTD.",No,Landfill Methane
VCS2687,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-010,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2688,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-011,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2689,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-012,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2690,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-013,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2691,Aonong AWMS GHG Mitigation Project in Jiangxi Province,ACM0010 GHG emission reductions from manure management systems,Eastern Asia,VCS,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",Fujian Aonong Biological Technology Group Incorporation Limited,No,Manure Methane Digester
VCS2692,Aonong AWMS GHG Mitigation Project in Fujian Province,ACM0010 GHG emission reductions from manure management systems,Eastern Asia,VCS,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",Fujian Aonong Biological Technology Group Incorporation Limited,No,Manure Methane Digester
VCS2693,Yizheng Zhongxing Recycled PET Project,AMS-III.AJ. Recovery and recycling of materials from solid wastes,Eastern Asia,VCS,Waste handling and disposal,"Yizheng Zhongxing Environmental Protection Technology Co., Ltd.",No,Waste Recycling
VCS2694,Fujian Dehua IFM (conversion of logged to protected forest) Project,VM0010 Methodology for Improved Forest Management: Conversion from Logged to Protected Forest,Eastern Asia,VCS,Agriculture Forestry and Other Land Use,Multiple Proponents,No,Improved Forest Management
VCS2695,SHINE - Distribution of LED lightbulbs in India-5,AMS-II.C. Demand-side energy efficiency activities for specific technologies,Southern Asia,VCS,Energy demand,Brightspark Energy Pvt. Ltd.,No,Solar Lighting
VCS2696,Zhengbang AWMS GHG Mitigation Project in Guangdong Province,ACM0010 GHG emission reductions from manure management systems,Eastern Asia,VCS,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",Jiangxi Zhengbang Technology Co. Ltd,No,Manure Methane Digester
VCS2697,Zhengbang AWMS GHG Mitigation Project in Sichuan Province,ACM0010 GHG emission reductions from manure management systems,Eastern Asia,VCS,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",Jiangxi Zhengbang Technology Co. Ltd,No,Manure Methane Digester
VCS2698,Liaoning Kangping IFM (conversion of logged to protected forest) Project,VM0010 Methodology for Improved Forest Management: Conversion from Logged to Protected Forest,Eastern Asia,VCS,Agriculture Forestry and Other Land Use,"Kangping County Liaobei Seedling Development Co., Ltd.",No,Improved Forest Management
VCS2699,Yunnan Shizong IFM (conversion of logged to protected forest) Project,VM0010 Methodology for Improved Forest Management: Conversion from Logged to Protected Forest,Eastern Asia,VCS,Agriculture Forestry and Other Land Use,Nanpanjiang Forestry Bureau of Yunnan Province,No,Improved Forest Management
VCS2700,SHINE - Distribution of LED lightbulbs in India-6,AMS-II.C. Demand-side energy efficiency activities for specific technologies,Southern Asia,VCS,Energy demand,Brightspark Energy Pvt. Ltd.,No,Lighting
VCS2701,SHINE - Distribution of LED lightbulbs in India-7,AMS-II.C. Demand-side energy efficiency activities for specific technologies,Southern Asia,VCS,Energy demand,Brightspark Energy Pvt. Ltd.,No,Lighting
VCS2703,Viet Nam Improved Cookstove Project by KCM – Improved Cookstove Project in Thanh Hoa Province – CPA 011,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,South-Eastern Asia,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2705,Viet Nam Improved Cookstove Project by KCM – Improved Cookstove Project in Thanh Hoa Province – CPA 013,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,South-Eastern Asia,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2706,Shuangbaotai AWMS GHG Mitigation Project in Jiangsu Province,ACM0010 GHG emission reductions from manure management systems,Eastern Asia,VCS,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal","Shuangbaotai Animal Husbandry Group Co., Ltd.",No,Manure Methane Digester
VCS2707,ICS distribution for Improving life style of Malagasy Community,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,Sub-Saharan Africa,VCS,Energy demand,PA Research & Consultants Pvt. Ltd.,No,Cookstoves
VCS2708,BluSmart EV Project in India,AMS-I.F. Renewable electricity generation for captive use and mini-grid;AMS-III.C. Emission reductions by electric and hybrid vehicles,Southern Asia,VCS,Energy industries (renewable/non-renewable sources); Transport,BluSmart Mobility Private Limited,No,Electric Vehicles & Charging
VCS2709,Juruena River REDD+ Project,VM0015 Methodology for Avoided Unplanned Deforestation,Latin America and the Caribbean,VCS,Agriculture Forestry and Other Land Use,Ecológica Assessoria Ltda.,No,REDD+
VCS2710,"Soil carbon improvement Project through Grassland Management, in South Africa",VM0026 Methodology for Sustainable Grassland Management (SGM),Sub-Saharan Africa,VCS,Agriculture Forestry and Other Land Use,WeAct Pty Ltd.,No,Sustainable Grassland Management
VCS2711,Distribution of Improved Cook Stoves in Sub-Saharan Africa-Malawi-CPA-002,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,Sub-Saharan Africa,VCS,Energy demand,C-Quest Capital Malaysia Global Stoves Limited,No,Cookstoves
VCS2712,Distribution of Improved Cook Stoves in Sub-Saharan Africa-Malawi-CPA-006,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,Sub-Saharan Africa,VCS,Energy demand,Multiple Proponents,No,Cookstoves
VCS2713,Distribution of Improved Cook Stoves in Sub-Saharan Africa-Zambia-CPA-007,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,Sub-Saharan Africa,VCS,Energy demand,Multiple Proponents,No,Cookstoves
VCS2714,BEYLIKOVA BIOGAS POWER PLANT,ACM0010 GHG emission reductions from manure management systems,Western Asia,VCS,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",Multiple Proponents,No,Manure Methane Digester
VCS2716,"Improved Cookstoves Program in Honduras ""Vida Mejor con Ecofogones de Alto Rendimiento"" - CER Conversion",AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Latin America and the Caribbean,VCS,Energy demand,Credits transferred from approved GHG program,No,Cookstoves
VCS2719,Hubei jianshi IFM (conversion of logged to protected forest) Project,VM0010 Methodology for Improved Forest Management: Conversion from Logged to Protected Forest,Eastern Asia,VCS,Agriculture Forestry and Other Land Use,State owned Gaoyanzi Forest Farm in Jianshi County,No,Improved Forest Management
VCS2722,Inner Mongolia Alongshan Improved Forest Management Project,VM0010 Methodology for Improved Forest Management: Conversion from Logged to Protected Forest,Eastern Asia,VCS,Agriculture Forestry and Other Land Use,"Alongshan Forest Industry Co. LTD, China Inner Mongolia Forest Industry Group",No,Improved Forest Management
VCS2723,CONDOTO REDD+,VM0007 REDD+ Methodology Framework (REDD-MF),Latin America and the Caribbean,VCS,Agriculture Forestry and Other Land Use,Multiple Proponents,No,REDD+
VCS2724,Sichuan Yanting IFM (conversion of logged to protected forest) Project,VM0010 Methodology for Improved Forest Management: Conversion from Logged to Protected Forest,Eastern Asia,VCS,Agriculture Forestry and Other Land Use,"Yanting Agricultural Tourism Investment Management Co., Ltd.",No,Improved Forest Management
VCS2725,Solar Home Systems In Lagos - Tranche 1,AMS-I.F. Renewable electricity generation for captive use and mini-grid,Sub-Saharan Africa,VCS,Energy demand; Energy industries (renewable/non-renewable sources),Solynta Energy Limited,No,Solar - Distributed
VCS2727,Guangxi Dahua IFM (conversion of logged to protected forest) Project,VM0010 Methodology for Improved Forest Management: Conversion from Logged to Protected Forest,Eastern Asia,VCS,Agriculture Forestry and Other Land Use,"Dahua Yao Autonomous County State owned Assets Investment Management Co., Ltd.",No,Improved Forest Management
VCS2728,Huaibin MSW Landfill Site LFG Recovery and Comprehensive Utilization Project,ACM0001 Flaring or use of landfill gas,Eastern Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"Henan BCCY Environmental Energy CO.,LTD.",No,Landfill Methane
VCS2729,Guizhou Xingren IFM (conversion of logged to protected forest) Project,VM0010 Methodology for Improved Forest Management: Conversion from Logged to Protected Forest,Eastern Asia,VCS,Agriculture Forestry and Other Land Use,Xingren Lishuping State owned Forest Farm,No,Improved Forest Management
VCS2730,Guangxi Luchuan IFM (conversion of logged to protected forest) Project,VM0010 Methodology for Improved Forest Management: Conversion from Logged to Protected Forest,Eastern Asia,VCS,Agriculture Forestry and Other Land Use,Multiple Proponents,No,Improved Forest Management
VCS2732,Project: 0545 Durban Landfill-gas-to-electricity project – Mariannhill and La Mercy Landfills,ACM0001 Flaring or use of landfill gas,Sub-Saharan Africa,VCS,Waste handling and disposal,eThekweni municipality cleansing & solid waste,No,Landfill Methane
VCS2734,Fuel Efficient Stoves in Zambia – Korea Carbon Management Ltd. CPA No.1,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2736,Reducing Gas Leakages within the Bakhrabad Gas Distribution Network in Bangladesh,"AM0023 Leak detection and repair in gas production, processing, transmission, storage and distribution systems and in refinery facilities",Southern Asia,VCS,"Fugitive emissions from fuels (solid, oil and gas)",Multiple Proponents,No,Leak Detection & Repair in Gas Systems
VCS2737,Reducing Gas Leakages within the Jalalabad Gas Distribution Network in Bangladesh,"AM0023 Leak detection and repair in gas production, processing, transmission, storage and distribution systems and in refinery facilities",Southern Asia,VCS,"Fugitive emissions from fuels (solid, oil and gas)",Multiple Proponents,No,Leak Detection & Repair in Gas Systems
VCS2739,Reducing Gas Leakages within the Pashchimanchal Gas Distribution Network in Bangladesh,"AM0023 Leak detection and repair in gas production, processing, transmission, storage and distribution systems and in refinery facilities",Southern Asia,VCS,"Fugitive emissions from fuels (solid, oil and gas)",Multiple Proponents,No,Leak Detection & Repair in Gas Systems
VCS2740,Dekang AWMS GHG Mitigation Project in Sichuan Province,ACM0010 GHG emission reductions from manure management systems,Eastern Asia,VCS,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",DEKON FOOD AND AGRICULTURE GROUP,No,Manure Methane Digester
VCS2742,NIZIP ENERGY BIOGAS PLANT,AM0073 GHG emission reductions through multi-site manure collection and treatment in a central plant,Western Asia,VCS,Waste handling and disposal,Multiple Proponents,No,Manure Methane Digester
VCS2744,The Paraguayan Chaco Neem Reforestation Project,AR-AMS0007 Afforestation and reforestation project activities implemented on lands other than wetlands,Latin America and the Caribbean,VCS,Agriculture Forestry and Other Land Use,El Retiro S.A.,No,Afforestation/Reforestation
VCS2745,Wuwei City Afforestation Project in Gansu Province,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Eastern Asia,VCS,Agriculture Forestry and Other Land Use,Multiple Proponents,No,Afforestation/Reforestation
VCS2746,Guangzhou Eastern Solid Resource Recycling Center MSW Integrated treatment Plant Project,ACM0022 Alternative waste treatment processes,Eastern Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"Guangzhou LEO-KING Environmental Technology Co., Ltd.",No,Biomass
VCS2748,Zhangye Improved Grassland Management Project,VM0026 Methodology for Sustainable Grassland Management (SGM),Eastern Asia,VCS,Agriculture Forestry and Other Land Use,Zhangye Academy of Forestry Sciences,No,Sustainable Grassland Management
VCS2749,DelAgua Clean Cooking Grouped Project,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,Sub-Saharan Africa,VCS,Energy demand,DelAgua Health Rwanda (Voluntary) Limited,No,Bundled Energy Efficiency
VCS2750,Saving Colombia's Cloud Forest,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Latin America and the Caribbean,VCS,Agriculture Forestry and Other Land Use,"Saving Nature, Inc.",No,Afforestation/Reforestation
VCS2751,"MOOH COOPERATIVE GROUPED PROJECT, Reduction of methane emissions in the Swiss dairy sector",VM0041 Methodology for the Reduction of Enteric Methane Emissions from Ruminants through the Use of Feed Ingredients,Europe,VCS,"Livestock, enteric fermentation, and manure management",Mooh Cooperative,No,Feed Additives
VCS2752,Waste Energy project in Andhra Pradesh & Rajasthan,ACM0002 Grid-connected electricity generation from renewable sources,Southern Asia,VCS,Waste handling and disposal,MAHINDRA WASTE TO ENERGY SOLUTIONS LTD.,No,Biomass
VCS2753,Sustainable Biogas Project for Community Empowerment,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user,Southern Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,Green Solutions,No,Biodigesters
VCS2754,"Household Biogas Carbon Offset Project for Clean, Convenient and Efficient Cooking by INSEDA Engineers and Consultants Private Limited (INSEDA-Engg)",AMS-I.E. Switch from non-renewable biomass for thermal applications by the user,Southern Asia,VCS,Energy industries (renewable/non-renewable sources),EKI Energy Services Limited,No,Biodigesters
VCS2755,ZEYN ENERGY BIOGAS PLANT,AM0073 GHG emission reductions through multi-site manure collection and treatment in a central plant,Western Asia,VCS,Waste handling and disposal,Multiple Proponents,No,Manure Methane Digester
VCS2756,"Voluntary Carbon Market Projects for Agroforestry Plantations in Mehsana, Gujarat",AR-ACM0003 Afforestation and reforestation of lands except wetlands,Southern Asia,VCS,Agriculture Forestry and Other Land Use,Gujarat Forest Department,No,Afforestation/Reforestation
VCS2757,"Voluntary Carbon Market Project for Agroforestry Plantation in Anand and Kheda, Gujarat",AR-ACM0003 Afforestation and reforestation of lands except wetlands,Southern Asia,VCS,Agriculture Forestry and Other Land Use,Gujarat Forest Department,No,Afforestation/Reforestation
VCS2758,"Voluntary Carbon Market Project for Agroforestry Plantation in Godhra, Gujarat",AR-ACM0003 Afforestation and reforestation of lands except wetlands,Southern Asia,VCS,Agriculture Forestry and Other Land Use,Gujarat Forest Department,No,Afforestation/Reforestation
VCS2759,"Voluntary Carbon Market Project for Agroforestry Plantation in Surat, Gujarat",AR-ACM0003 Afforestation and reforestation of lands except wetlands,Southern Asia,VCS,Agriculture Forestry and Other Land Use,Gujarat Forest Department,No,Afforestation/Reforestation
VCS2760,REDD+ Project in Oro Province of Papua New Guinea,VM0015 Methodology for Avoided Unplanned Deforestation,Oceania,VCS,Agriculture Forestry and Other Land Use,Kanaka Management Services Private Limited,No,REDD+
VCS2761,The US Beef CowCredit project: A US Beef initiative to reduce methane from enteric fermentation,VM0041 Methodology for the Reduction of Enteric Methane Emissions from Ruminants through the Use of Feed Ingredients,North America,VCS,"Livestock, enteric fermentation, and manure management",MOOTRAL SA,No,Feed Additives
VCS2762,Guizhou Xintian CMM Power Generation Project,ACM0008 Abatement of methane from coal mines,Eastern Asia,VCS,Energy industries (renewable/non-renewable sources); Mining/mineral production,"Yonggui Energy Development Co., Ltd. Xintian Branch",No,Mine Methane Capture
VCS2763,Waste Energy project in Dadra & Nagar Haveli(D&NH),ACM0022 Alternative waste treatment processes,Southern Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,3R Management (P) Ltd,No,Biomass
VCS2765,"IMPROVED FOREST MANAGEMENT THROUGH LOGGED-TO-PROTECTED FORESTS AND REDUCED IMPACT LOGGING IN UFA NGOMBÉ, REPUBLIC OF CONGO",VM0010 Methodology for Improved Forest Management: Conversion from Logged to Protected Forest,Sub-Saharan Africa,VCS,Agriculture Forestry and Other Land Use,Interholco AG,No,Improved Forest Management
VCS2767,Associated Gas Recovery and Utilization at Block 9,AM0009 Recovery and utilization of gas from oil fields that would otherwise be flared or vented,Western Asia,VCS,"Fugitive emissions from fuels (solid, oil and gas)",OQ Trading Limited,No,Waste Gas Recovery
VCS2768,Associated Gas Recovery and Utilization at Khamilah oil field area at Block-27 in Wilayat lbri of the Sultanate of Oman,AM0009 Recovery and utilization of gas from oil fields that would otherwise be flared or vented,Western Asia,VCS,"Fugitive emissions from fuels (solid, oil and gas)",OQ Trading Limited,No,Waste Gas Recovery
VCS2770,Yulin Adjusted Water Management in Rice Cultivation,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Eastern Asia,VCS,Agriculture Forestry and Other Land Use,"Hangzhou Chunmeng Agricultural Technology Co., Ltd",No,Rice Emission Reductions
VCS2772,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-014,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2773,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-015,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2775,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-017,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2776,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-018,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2777,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-019,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2778,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-020,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2779,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-021,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2782,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-024,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2784,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-025,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2785,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-026,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2786,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-027,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2787,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-028,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2792,Restoration of Degraded Mangroves and Sustainable Development in Myanmar,AR-AM0014 Afforestation and reforestation of degraded mangrove habitats,South-Eastern Asia,VCS,Agriculture Forestry and Other Land Use,Worldview International Foundation,No,Wetland Restoration
VCS2794,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-030,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2795,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-031,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2796,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-032,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2798,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-034,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2800,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-036,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2801,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-037,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2802,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-038,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2803,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-039,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2804,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-040,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2805,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-041,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2806,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-042,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2807,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-043,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
