project_id,project_name,methodologyorprotocol,fully_harmonized_methodologyorprotocol,region,voluntary_registry,type_from_registry,project_developer,arborwa_project,type,rule-based_type_mapping_first
VCS281,Bundled Wind Power Project in Tamil Nadu managed by Enercon India Limited-I,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Enercon (India) Limited,No,Wind,Wind
VCS3363,Westphalen Forest Carbon Project,VM0012,VM0012 Improved Forest Management in Temperate and Boreal Forests (LtPF),Europe,VCS,Agriculture Forestry and Other Land Use,Matthias Graf von Westphalen,No,Improved Forest Management,Improved Forest Management
VCS2614,Lingbi County Wastewater Treatment Plant Project,AM0080,AM0080 Mitigation of greenhouse gases emissions with treatment of wastewater in aerobic wastewater treatment plants,Asia,VCS,Waste handling and disposal,"Lingbi Chenxin Green Industry Development Co., Ltd",No,Methane Recovery in Wastewater, 
GS10927,GS1340 - Efficient cookstoves in Burkina Faso – tiipaalga F3PA cookstoves in Center-South Protected Areas - VPA-23,GS MS Simplified Methodology for Efficient Cookstoves,GS Simplified Methodology for Clean and Efficient Cookstoves, ,GOLD,Energy Efficiency - Domestic,Tiipaalga,No,Cookstoves,Cookstoves
VCS2770,Yulin Adjusted Water Management in Rice Cultivation,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Hangzhou Chunmeng Agricultural Technology Co., Ltd",No,Rice Emission Reductions,Rice Emission Reductions
VCS3243,Core Carbon Sustainable Rice Productions 01,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,Core CarbonX Solutions Pvt. Ltd.,No,Rice Emission Reductions,Rice Emission Reductions
GS2560,GS1205 Sustainable Energy for Development PoA VPA 5: Improved Ylang-Ylang Distillation in the Comoros,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Commercial Sector,Initiative Developpement,No,Energy Efficiency, 
VCS1244,Qingzhen Rural Biogas Methane Project in Guizhou Province,AMS-I.C.;AMS-III.R.,AMS-I.C. Thermal energy production with or without electricity;AMS-III.R. Methane recovery in agricultural activities at household/small farm level,Asia,VCS,Energy industries (renewable/non-renewable sources),Guizhou Black Carbon Energy Tech Prom & App Co. Lt,No,Biodigesters, 
GS2433,National Bio Energy Nangong Biomass Power Plant,ACM0018,ACM0018 Electricity generation from biomass in power-only plants, ,GOLD,"Biomass, or Liquid Biofuel - Electricity",Swiss Carbon Value Ltd.,No,Biomass,Biomass
VCS4404,ELAZIG BIOGAS POWER PLANT,AM0073,AM0073 GHG emission reductions through multi-site manure collection and treatment in a central plant,Middle East,VCS,Waste handling and disposal,Multiple Proponents,No,Manure Methane Digester, 
VCS3284,INTEGRATED REDD+ PROJECT1 IN PAPUA NEW GUINEA,VM0015,VM0015 Methodology for Avoided Unplanned Deforestation,Oceania,VCS,Agriculture Forestry and Other Land Use,Kanaka Management Services Private Limited,No,REDD+, 
VCS3791,Adjusted Water Management in Rice Cultivation in Jianyang City,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Sichuan Huixiang Ecological Agriculture Co., Ltd.",No,Rice Emission Reductions,Rice Emission Reductions
VCS3378,Animal Manure Management System (AMMS) GHG Mitigation Project In Huoqiu county Anhui province,ACM0010,"ACM0010 GHG emission reductions from manure management systems
",Asia,VCS,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal","Huoqiu huizhao Renewable Energy Technology Co., Ltd",No,Manure Methane Digester, 
CAR995,EOS ARB ODS 2013-3,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks, ,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,EOS Climate Inc.,Compliance,Ozone Depleting Substances Recovery & Destruction,Ozone Depleting Substances Recovery & Destruction
VCS1195,Wind Power Project in Rajasthan,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Mytrah Energy (INDIA) Ltd.,No,Wind,Wind
VCS4091,FUJIAN PUCHENG IMPROVED FOREST MANAGEMENT PROJECT,VM0010,VM0010 Methodology for Improved Forest Management: Conversion from Logged to Protected Forest,Asia,VCS,Agriculture Forestry and Other Land Use,"Zhejiang Zhongzheng Forestry Development Co.,Ltd",No,Improved Forest Management,Improved Forest Management
GS12202,CIC Safe Drinking Water Program,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply, ,GOLD,Energy Efficiency - Domestic,CARBON IMPACT CAPITAL PTE. LTD.,No,Clean Water,Clean Water
GS11714,CPA-MA-28-Madagascar Ethanol Stove Program,AMS-I.E.,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user, ,GOLD,Energy Efficiency - Domestic,GREEN DEVELOPMENT AS,No,Cookstoves, 
VCS160,Westfalen 1/2 Utilization of Coalmine Methane,AMS-III.D.,AMS-III.D. Methane recovery in animal manure management systems, ,VCS,Mining/mineral production,Carbon-TF B.V.,No,Mine Methane Capture,Mine Methane Capture
GS3510,Fundacion Natura Cookstove POA,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,FundaciÃ³n Natura Colombia,No,Cookstoves, 
GS11455,Implementation of Bio digestors in rural areas of Madhya Pradesh India,AMS-I.E.,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user, ,GOLD,Biogas - Heat,Infinite Environmental Solutions LLP,No,Biodigesters, 
VCS3177,Puyang County MSW Landfill Site LFG Pollution Treatment and Comprehensive Utilization Project,AMS-I.D.;AMS-III.G.,AMS-I.D. Grid connected renewable electricity generation;AMS-III.G. Landfill methane recovery,Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"Henan BCCY Environmental Energy CO.,LTD.",No,Landfill Methane,Landfill Methane
VCS1936,WIND POWER GROUPED PROJECT BY CELSIA COLOMBIA - BEGONIA POWER,ACM0002;AMS-I.D.,ACM0002 Grid-connected electricity generation from renewable sources;AMS-I.D. Grid connected renewable electricity generation,Latin America,VCS,Energy industries (renewable/non-renewable sources),Multiple Proponents,No,Wind,Wind
VCS2964,POLATLI ENERBES BIOGAS PROJECT,AM0073,AM0073 GHG emission reductions through multi-site manure collection and treatment in a central plant,Middle East,VCS,Waste handling and disposal,Multiple Proponents,No,Manure Methane Digester, 
VCS3279,IDCOL Improved Cook Stove Program - CER Conversion,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Asia,VCS,Energy demand,Infrastructure Development Company Limited,No,Cookstoves, 
VCS376,"Positive Climate Care 8.25 MW Bundled Wind Power Project Activity by Savita Oil Technologies Limited in Hassan, Karnataka, India.",AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),Savita Oil Technologies Limited,No,Wind,Wind
GS10875,Namene Solar Lights Distribution Programme in Southern African Countries,AMS-III.AR.,AMS-III.AR. Substituting fossil fuel based lighting with LED/CFL lighting systems, ,GOLD,Solar Thermal - Electricity,Namene Solar Lights Ltd.,No,Solar Lighting,Solar Lighting
GS2442,The WHR Project in Zhangzhou Kibing Glass Group Co. Ltd.,AMS-III.Q.,AMS-III.Q. Waste energy recovery, ,GOLD,Energy Efficiency - Industrial,Goldchina Consultancy International Co. Ltd,No,Waste Heat Recovery,Waste Heat Recovery
GS5916,24MW Dummagudem Hydel Project by SLS Power Corporation Limited, , , ,GOLD,"Small, Low - Impact Hydro",SLS Power Corporation Ltd,No,Hydropower,Hydropower
GS11534,Up Energy Improved Cookstoves Programme Uganda – CPA No 045 supported by Republic of Korea,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,UpEnergy Group,No,Cookstoves, 
GS1073,Pamukova Integrated Solid Waste Management Plant Project,GS Revised Methodology for Manure Management Systems and MSW,GS methodology for Manure Management Systems and Municipal Solid Waste, ,GOLD,Biogas - Cogeneration,HEKSAGON KATI ATIK YONETIMI SANAYI VE TICARET A.S.,No,Manure Methane Digester,Manure Methane Digester
VCS2010,Fujian Pucheng IFM (conversion of logged to protected forest) Project,VM0010,VM0010 Methodology for Improved Forest Management: Conversion from Logged to Protected Forest, ,VCS,Agriculture Forestry and Other Land Use,"Zhejiang Zhongtuo Environmental Technology Development Co.,Ltd",No,Improved Forest Management,Improved Forest Management
GS12592,Clean cooking: Fuel switching to avoid deforestation in Mlimba district,Methodology for Metered & Measured Energy Cooking Devices,GS Methodology for Metered and Measured Energy Cooking Devices, ,GOLD,Energy Efficiency - Domestic,Rashal Energies Limited,No,Cookstoves,Cookstoves
VCS2804,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-040,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves, 
GS3946,Zorlu Enerji Wind Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,EKI Energy Services Limited,No,Wind,Wind
VCS3090,Zangke Adjusted Water Management in Rice Cultivation,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Guizhou Haifengjufu Agricultural Science and Technology Co., Ltd",No,Rice Emission Reductions,Rice Emission Reductions
VCS1350,New Ulsan 950MW LNG power generation project,AM0029,AM0029 Baseline Methodology for Grid Connected Electricity Generation Plants using Natural Gas,Asia,VCS,Energy industries (renewable/non-renewable sources),"Korea East-West Power Co., Ltd",No,Natural Gas Electricity Generation,Natural Gas Electricity Generation
VCS3181,Longchuan Adjusted Water Management in Rice Cultivation,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Harbin Huanyu Agricultural Technology Co., Ltd.",No,Rice Emission Reductions,Rice Emission Reductions
GS3127,South Western Household Water Project (SWHWP) - Masha,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,Klima ohne Grenzen gGmbH,No,Clean Water, 
VCS1551,Wind Power Project by Rajasthan Gum Private Limited (EKIESL-CDM.September-12-02),AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),Rajasthan Gum Private Limited,No,Wind,Wind
VCS4254,Tianjun Grassland Sustainable Management Project,VM0026,VM0026 Methodology for Sustainable Grassland Management (SGM),Asia,VCS,Agriculture Forestry and Other Land Use,"Qinghai Tanzhihuilin Co., LTD",No,Sustainable Grassland Management,Sustainable Grassland Management
GS4196,Waste to energy using biomass Gasification in South East Asia LDCs programme of activities CPA-001,AMS-I.A.,AMS-I.A. Electricity generation by the user, ,GOLD,"Biomass, or Liquid Biofuel - Electricity",Nexus-Carbon for Development,No,Biomass,Biomass
VCS806,YESIL HYDROELECTRIC POWER PLANT (HEPP),ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,VCS,Energy industries (renewable/non-renewable sources),Yeşilbas Elektrik Üretim AŞ,No,Hydropower,Hydropower
GS7754,Tuppadahalli Wind Energy Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,Kosher Climate India Pvt Ltd,No,Wind,Wind
VCS2882,GUANGXI FANGCHENG DISTRICT IFM (CONVERSION OF LOGGED TO PROTECTED FOREST) PROJECT,VM0010,VM0010 Methodology for Improved Forest Management: Conversion from Logged to Protected Forest,Asia,VCS,Agriculture Forestry and Other Land Use,"Fangchenggang Fangcheng District Jinsui Agriculture Investment  Co., Ltd",No,Improved Forest Management,Improved Forest Management
GS489,Guanbaodu 4 MW Hydro Power Project,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation, ,GOLD,"Small, Low - Impact Hydro",Climate Bridge (Shanghai) Ltd.,No,Hydropower,Hydropower
VCS888,"Anaerobic digestion at Armenis Farm Ltd., Cyprus",AMS-III.D.,AMS-III.D. Methane recovery in animal manure management systems,Europe,VCS,"Livestock, enteric fermentation, and manure management",Armenis Farm Ltd.,No,Manure Methane Digester,Manure Methane Digester
VCS1413,Grid Interactive Solar Photovoltaic Power Project in Gujarat,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Samta Energy Private Limited,No,Solar - Centralized, 
ACR254,Wabashco Clean Sweep 6,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks, ,ACR,Ozone Depleting Substances,"Wabashco, LLC",Compliance,Ozone Depleting Substances Recovery & Destruction,Ozone Depleting Substances Recovery & Destruction
GS11201,Waste composting project in Madagascar ,AMS-III.F.,AMS-III.F. Avoidance of methane emissions through composting, ,GOLD,Biogas - Electricity,GoodPlanet,No,Composting, 
GS12432,GS1340 - Efficient cookstoves in Burkina Faso – VPA- 68 – F3PA tiipaalga Bazega ,GS MS Simplified Methodology for Efficient Cookstoves,GS Simplified Methodology for Clean and Efficient Cookstoves, ,GOLD,Energy Efficiency - Domestic,Tiipaalga,No,Cookstoves,Cookstoves
GS5394,GS1247 VPA 108 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes, 
GS12010,Small-scale solar electrical programme South Africa – CPA-015,AMS-I.F.,AMS-I.F. Renewable electricity generation for captive use and mini-grid, ,GOLD,Other,BLUE WORLD CARBON ASSET MANAGEMENT (PTY) LTD,No,Solar - Distributed, 
VCS2997,Blue Ocean Barns - Brominata Enteric Methane Demonstration Project,VM0041,VM0041 Methodology for the Reduction of Enteric Methane Emissions from Ruminants through the Use of Feed Ingredients,North America,VCS,"Livestock, enteric fermentation, and manure management",Blue Ocean Barns,No,Feed Additives,Feed Additives
VCS3231,Dongchang Water Management with Rice Cultivation,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Hainan Sunsea Ecological Agriculture Technology Co., Ltd.",No,Rice Emission Reductions,Rice Emission Reductions
GS1046,Arusha Improved Cookstoves Project,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Cookstoves, 
GS440,*Mamak Landfill Waste Management Project  Turkey,ACM0001,ACM0001 Flaring or use of landfill gas, ,GOLD,Other,ITC Invest Trading & Consulting AG Ankara Branch,No,Landfill Methane,Landfill Methane
GS6788,GS1247 VPA 153 Improved Kitchen Regimes: Gatsibo District Borehole Project Rwanda,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,Deactivated Projects,No,Community Boreholes, 
CAR1092,Big Valley,ARB Compliance Offset Protocol: U.S. Forest Projects,ARB Compliance Offset Protocol: U.S. Forest Projects, ,CAR,Improved Forest Management - ARB Compliance,Sierra Pacific Industries,No,Improved Forest Management,Improved Forest Management
VCS894,Yunnan Sinanjiang Hydropower Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Yunnan Dianneng Sinanjiang Hydropower Development,No,Hydropower,Hydropower
CAR508,RCSWA Landfill GHG Project,CAR U.S. Landfill Protocol,CAR U.S. Landfill Protocol, ,CAR,Landfill Gas Capture/Combustion,Raleigh County Solid Waste Authority,No,Landfill Methane,Landfill Methane
ACR323,Statz B Farm Anaerobic Digester,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems, ,ACR,Livestock Waste Management,"3Degrees Group, Inc.",Compliance,Manure Methane Digester,Manure Methane Digester
GS3449,GS1247 VPA 16 Improved Kitchen Regimes: Mwogo (Bugesera) Rwanda,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Cookstoves, 
VCS1362,Shandan Dongle Beitan 50MW Solar Power Generation Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),"Shandan Xiehe Solar power generation Co., Ltd.",No,Solar - Centralized, 
GS1140,North West KwaZulu-Natal & Eastern Cape CFL Replacement Project (2) in South Africa,AMS-II.J.,AMS-II.J. Demand-side activities for efficient lighting technologies, ,GOLD,Energy Efficiency - Domestic,Eskom Holdings SOC Limited,No,Lighting, 
GS12217,Improved Cookstoves and Healthy Lives in Nepal - VPA 2,GS MS Simplified Methodology for Efficient Cookstoves,GS Simplified Methodology for Clean and Efficient Cookstoves, ,GOLD,Energy Efficiency - Domestic,Antj Becker,No,Cookstoves,Cookstoves
GS12118,Green Tanzania Cookstove Programme,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,OFFGRIDSUN S.R.L.,No,Cookstoves, 
ACR285,EOS ACR 285,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks, ,ACR,Ozone Depleting Substances,EOS Climate Inc,Compliance,Ozone Depleting Substances Recovery & Destruction,Ozone Depleting Substances Recovery & Destruction
VCS85,Shizibao Hydropower Station Project,ACM0002;AMS-I.D.,ACM0002 Grid-connected electricity generation from renewable sources;AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),"Yanbian Heli Electric Power Co., Ltd.",No,Hydropower,Hydropower
GS11968,VCC Benin Water Purifier Project ,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply, ,GOLD,Energy Efficiency - Domestic,PRIM0CARB0N PTE. LTD.,No,Clean Water,Clean Water
CAR1817,"XICO2e Carbono Forestal Ejido San Jose de Miravalles, Municipio de San Dimas, Estado de Durango, Mexico",CAR Mexico Forest Protocol,CAR Mexico Forest Protocol, ,CAR,Forestry - MX,ALABOOL TRUST SA DE CV,No,Improved Forest Management,Improved Forest Management
GS2425,SEFERIHISAR WPP,Not provided,Not provided, ,GOLD,Wind,GTE KARBON SUSTAINABLE ENERJI  EGITIM DANISMANLIK VE TICARET A.S.,No,Wind,Wind
GS917,Cakirlar Run-off-River Hydro Power Plant,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,"Small, Low - Impact Hydro",Anadolu Elektrik Uretim ve Tic. A.S.,No,Hydropower,Hydropower
GS5802,GS1264: Native Clean Water Programme West Africa- VPA (03) Santrokofi Ghana,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,NATIVE A PUBLIC BENEFIT CORPORATION,No,Clean Water, 
VCS1266,CFL LIGHTING SCHEME BACHAT LAMP YOJANA IN PATHANAMTHITTA,AMS-II.J.,AMS-II.J. Demand-side activities for efficient lighting technologies,Asia,VCS,Energy demand,Energy Management Centre - Kerala,No,Lighting, 
CAR402,The Dry Creek Dairy BioFactory® Project,CAR U.S. Livestock Protocol,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems, ,CAR,Livestock Gas Capture/Combustion,"Camco International Group, Inc.",Early Action,Manure Methane Digester,Manure Methane Digester
ACR898,OH-2022-VE001 Orphan Well Project,Plugging Orphan Oil and Gas Wells in the U.S. and Canada,ACR Plugging of Orphaned Oil and Gas (OOG) Wells, ,ACR,Industrial Process Emissions,"Vital EcoSystems, LLC",No,Plugging Oil & Gas Wells,Plugging Oil & Gas Wells
GS840,La La Hydropower Project Vietnam,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation, ,GOLD,"Small, Low - Impact Hydro",ecotawa AG,No,Hydropower,Hydropower
GS7589, 9.6 MW Wind Energy Project at Jamvadi & Navagam & Kalavad Jamnagar Gujarat India of Rohit Surfactants Pvt. Ltd.,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation, ,GOLD,Wind,EKI Energy Services Limited,No,Wind,Wind
GS3620,VPA 5 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,GS MS Simplified Methodology for Efficient Cookstoves,GS Simplified Methodology for Clean and Efficient Cookstoves, ,GOLD,Energy Efficiency - Domestic,Bangladesh Bondhu Foundation,No,Cookstoves,Cookstoves
VCS1219,Xinjiang Bazhou Haermodun 15MW Hydropower Project,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),Xinjiang Bazhou Xinhua Hydropower Development Co.,No,Hydropower,Hydropower
GS11183,GS1247 VPA 310 - Togo Safe Water,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes, 
VCS2032,300 MW Solar Project by Avaada in Gujarat (India),ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Avaada Sunrise Energy Private Limited,No,Solar - Centralized, 
GS11408,Solar systems for small businesses and households – CPA01,AMS-I.A.,AMS-I.A. Electricity generation by the user, ,GOLD,Other,Access to Energy gGmbH (A2EI),No,Solar - Distributed, 
CAR1476,Hansen Grassland Project,CAR Canada Grassland Protocol,CAR Canada Grassland Protocol, ,CAR,Canada Grassland,Bank of Montreal,No,Avoided Grassland Conversion, 
VCS1944,Livelihoods Mount Elgon Project,VM0017,VM0017 Adoption of Sustainable Agricultural Land Management,Africa,VCS,Agriculture Forestry and Other Land Use,Livelihoods Fund SICAV SIF,No,Sustainable Agriculture,Sustainable Agriculture
GS4535,Project Gaia Cook Stoves Programme of Activities Ethiopia CPA-0001,AMS-I.I.,AMS-I.I. Biogas/biomass thermal applications for households/small users, ,GOLD,"Biomass, or Liquid Biofuel - Heat",Project Gaia,No,Cookstoves,Biomass
VCS467,Chol Charoen Group Wastewater Treatment with Biogas System I (Kampangpet),AMS-I.D.;AMS-III.H.,AMS-I.D. Grid connected renewable electricity generation;AMS-III.H. Methane recovery in wastewater treatment, ,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"Kean Charoen Co., Ltd.",No,Methane Recovery in Wastewater, 
GS12195,GS5562 VPA 6: Efficient and Clean Cooking for Mozambican Low-Income Households,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,Mozambique Carbon Initiative LDA,No,Cookstoves, 
GS12291,Jinruifeng Animal Manure Management System GHG Mitigation Project in Guangdong Province,ACM0010,"ACM0010 GHG emission reductions from manure management systems
", ,GOLD,Biogas - Electricity,Profit Carbon Environmental Energy Technology (Shanghai) Co. Ltd.,No,Manure Methane Digester, 
ACR216,Renewable Energy Project in the State of Ceará,AMS-I.E.,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user, ,ACR,Fuel Switching,Sustainable Carbon - Projetos Ambientais Ltda.,No,Biomass, 
VCS525,5.1 MW bundled Wind Power Project in Tirunelveli (Tamil Nadu),AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),Multiple Proponents,No,Wind,Wind
CAR1898,Matador Ranch and Cattle - Montana,CAR U.S. Soil Enrichment Protocol,CAR U.S. Soil Enrichment Protocol, ,CAR,Soil Enrichment,Impact Ag Partners LLC,No,Sustainable Agriculture,Sustainable Agriculture
VCS1505,Bujagali Hydropower Project - CER Conversion,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Africa,VCS,Energy industries (renewable/non-renewable sources),Credits transferred from approved GHG program,No,Hydropower,Hydropower
GS1167,Highveld Air Quality - eMbalenhle Project,GS Alternative Ignition Coal Fires,"GS Programme, baseline and monitoring methodology for the introduction of an alternative ignition technique as measure to improve the energy efficiency of domestic coal fires", ,GOLD,Energy Efficiency - Domestic,Nova Institute,No,Cookstoves,Cookstoves
GS11290,Improved Cookstove and Safe Water Programme – Kenya – VPA 32,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply, ,GOLD,Energy Efficiency - Domestic,Impact Carbon,No,Clean Water,Clean Water
GS4898,GS1247 VPA 57 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes, 
GS11579,PowerUP Smart Electric Stoves for Clean Air-Uganda-VPA1,Methodology for Metered & Measured Energy Cooking Devices,GS Methodology for Metered and Measured Energy Cooking Devices, ,GOLD,Energy Efficiency - Domestic,TEECO UGANDA SMC LTD,No,Cookstoves,Cookstoves
VCS1199,Bugoye 13.0 MW Run-of-River Hydropower Project,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Africa,VCS,Energy industries (renewable/non-renewable sources),Bugoye Hydro Limited,No,Hydropower,Hydropower
ACR124,Schneider Anti-Idling,Emissions Reductions though Anti-Idling Technologies,Emissions Reductions though Anti-Idling Technologies, ,ACR,Transport / Fleet Efficiency,Blue Source,No,Fleet Efficiency, 
GS6351,GS1247 VPA 141 Lango Safe Water Project,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes, 
GS11211,UpEnergy-Social and Climate Impact Programme- Cooking Devices VPA-9,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,UpEnergy Group,No,Cookstoves, 
ACR913,NativState - Bottomland Forests of the Mississippi Delta and Piedmont (PDA),Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands, ,ACR,Forest Carbon,Nativstate LLC,No,Improved Forest Management,Improved Forest Management
GS11907,GS11677 GS11902 Malawi Biomass Energy Conservation Programme CPA 7,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,Hestian Innovation,No,Cookstoves, 
VCS479,Curva de Rodas and La Pradera landfill gas management project,ACM0001,ACM0001 Flaring or use of landfill gas,Latin America,VCS,Waste handling and disposal,Green Gas Colombia,No,Landfill Methane,Landfill Methane
GS12163,GS12102 VPA-2 Production and sale of energy-efficient stoves in Inhambane province Mozambique,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,Carbonsink (Carbonsink Group S.r.l.),No,Cookstoves, 
GS5042,GS1247 VPA 69 Zoba Debub Community Boreholes,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes, 
