project_id,project_name,voluntary_registry,voluntary_status,reduction_removal,project_type_from_the_registry,region,country,state,project_site_location,project_developer,arborwaproject,arb_project_type,version_string,arb_harmonized_methodology,car_harmonized_methodology,methodology_protocol,harmonized_methodology_protocol,fully_harmonized_methodology_protocol,rule_based_type_mapping_list,rule_based_type_mapping_first,vrod_v11_type
VCS749,Grid Connected Renewable Power Generation from Wind Mills by L.S Mills,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,AMS-I.D. Grid connected renewable electricity generation,[],,Wind
VCS707,Kunming Dongjiao Baishuitang LFG Treatment and Power Generation Project,VCS,Late to verify,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,Asia,China,,,,No,,,,,ACM0001;ACM0002,ACM0001 Flaring or use of landfill gas;ACM0002 Grid-connected electricity generation from renewable sources,ACM0001 Flaring or use of landfill gas;ACM0002 Grid-connected electricity generation from renewable sources,"[(160, 'Landfill Methane')]",Landfill Methane,Landfill Methane
VCS712,"Introduction of Blast furnace gas firing in boiler no.6, PBS (PP-1), Bhilai Steel Plant and Introduction",VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,ACM0012,ACM0012 Waste energy recovery,ACM0012 Waste energy recovery,"[(120, 'Waste Heat Recovery')]",Waste Heat Recovery,Waste Gas Recovery
VCS714,Liaoning Changtu Shihu Wind Power Project,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS715,Gansu Yumen Diwopu Phase II  Wind Power Project,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS723,0.7 MW Wind Power Generation Project of BLA Coke Private Limited,VCS,Late to verify,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,AMS-I.D. Grid connected renewable electricity generation,[],,Wind
VCS734,Wind power project by Patnaik Minerals Pvt. Ltd.,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS735,Wind power project by PMPL in Maharashtra,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,AMS-I.D. Grid connected renewable electricity generation,[],,Wind
VCS739,Pawan Urja Vistaran: Small entities combined wind power project in India - 2002-03,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,AMS-I.D. Grid connected renewable electricity generation,[],,Wind
VCS741,Pawan Urja Vistaran: Small entities combined wind power project in India - 2006,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS772,3.75 MW Wind Energy by Mrs. Revathi Raju at Gadag District of Karnataka State,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS855,3 MW wind farm project for Gupta Coalfields & Washeries Limited,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,AMS-II.D.,AMS-II.D. Energy efficiency and fuel switching measures for industrial facilities,AMS-II.D. Energy efficiency and fuel switching measures for industrial facilities,[],,Wind
VCS849,Inner Mongolia Ximeng Zheligentu Wind Farm Phase I Project,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS850,Inner Mongolia Jingneng Saihan Wind Farm Phase I Project,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS870,"Wind Power Project by M/s Chhotabhai Jethabhai Patel & Co. (CJP) at Sinnar, Maharashtra",VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,AMS-I.D. Grid connected renewable electricity generation,[],,Wind
VCS871,16.65 MW Bundled Wind Power Project in Tamilnadu,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS873,Gansu Guazhou Beidaqiao Wind Power Project,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS883,"Madushan Hydropower Project on Honghe River in Yunnan Province, China",VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,"[(12, 'Hydropower')]",Hydropower,Hydropower
VCS884,Nansha Hydro Power Project in Yunnan Province China,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,"[(12, 'Hydropower')]",Hydropower,Hydropower
VCS885,"Biomass based power generation project in Maharashtra, India",VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,AMS-I.D. Grid connected renewable electricity generation,[],,Biomass
VCS880,Dak Pone Hydropower Project,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,Viet Nam,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,"[(12, 'Hydropower')]",Hydropower,Hydropower
VCS881,OLKARIA III PHASE 2 GEOTHERMAL EXPANSION PROJECT IN KENYA,VCS,Late to verify,,Energy industries (renewable/non-renewable sources),Africa,Kenya,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,"[(15, 'Geothermal')]",Geothermal,Geothermal
VCS888,"Anaerobic digestion at Armenis Farm Ltd., Cyprus",VCS,Late to verify,,"Livestock, enteric fermentation, and manure management",Europe,Cyprus,,,,No,,,,,AMS-III.D.,AMS-III.D. Methane recovery in animal manure management systems,AMS-III.D. Methane recovery in animal manure management systems,"[(189, 'Manure Methane Digester')]",Manure Methane Digester,Manure Methane Digester
VCS890,Inner Mongolia Wengniute Banner Wudaogou Wind Power Project (II),VCS,Registered,,Energy industries (renewable/non-renewable sources),,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS891,"Bundled Wind Power generation project by Savita Oil Technologies Ltd., India",VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,AMS-I.D. Grid connected renewable electricity generation,[],,Wind
VCS896,Foz do Chapecó Project,VCS,Registered,,Energy industries (renewable/non-renewable sources),Latin America,Brazil,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Hydropower
VCS804,Datang Jilin Shuangliao Wind Farm Project,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS806,YESIL HYDROELECTRIC POWER PLANT (HEPP),VCS,Registered,,Energy industries (renewable/non-renewable sources),Middle East,Turkey,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,"[(12, 'Hydropower')]",Hydropower,Hydropower
VCS798,Guangdong Guanshan Wind Power Project,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS781,Installation of a biomass-fired boiler at Arbec Forest Products G.P. in Péribonka,VCS,Late to verify,,Energy industries (renewable/non-renewable sources),North America,Canada,,,,No,,,,,AMS-I.C.,AMS-I.C. Thermal energy production with or without electricity,AMS-I.C. Thermal energy production with or without electricity,[],,Biomass
VCS782,Grid connected wind energy project in Tamil Nadu by Super Wind Project Private Ltd.,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS787,Durban Landfill-Gas Bisasar Road,VCS,Verification approval requested,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,Africa,South Africa,,,,No,,,,,AM0010,AM0010 Landfill gas capture and electricity generation projects where landfill gas capture is not mandated by law,AM0010 Landfill gas capture and electricity generation projects where landfill gas capture is not mandated by law,[],,Landfill Methane
VCS785,Bangkok Kamphaeng Saen West: Landfill Gas to Electricity Project,VCS,Withdrawn,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,Asia,Thailand,,,,No,,,,,ACM0001,ACM0001 Flaring or use of landfill gas,ACM0001 Flaring or use of landfill gas,"[(160, 'Landfill Methane')]",Landfill Methane,Landfill Methane
VCS792,Tadi 16 MW Hydropower Project in Zhejiang Province,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,"[(12, 'Hydropower')]",Hydropower,Hydropower
VCS793,China Resources Huilai Xian¡¯an Wind Power Project,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS815,Chifeng Sunjiaying Wind Power Project,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS816,BATISOKE Soke Çimento Sanayii T.A.S. 5.5 MW Cement WHR Project,VCS,Registered,,Energy industries (renewable/non-renewable sources); Manufacturing industries,Asia,Turkey,,,,No,,,,,ACM0012,ACM0012 Waste energy recovery,ACM0012 Waste energy recovery,"[(120, 'Waste Heat Recovery')]",Waste Heat Recovery,Waste Heat Recovery
VCS821,13.95 MW grid connected wind electricity generation by SRF Limited,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,AMS-I.D. Grid connected renewable electricity generation,[],,Wind
VCS828,12.25 MW Bundled Wind Power Project in India,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,AMS-I.D. Grid connected renewable electricity generation,[],,Wind
VCS830,Beijing Guanting Wind Power Project Phase II and Phase II addition,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS840,WIND POWER PROJECT BY M/S DHARIWAL INDUSTRIES LTD. AND M/S R. M. DHARIWAL (HUF),VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS841,1 MW Grid Interactive Solar PV Power Generation Project of MSPGCL,VCS,Late to verify,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,AMS-I.D. Grid connected renewable electricity generation,[],,Solar - Centralized
VCS842,BUNDLED WIND POWER PROJECT IN RAJASTHAN BY FRIENDS GROUP,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS847,"BRASCARBON Methane Recovery Project BCA-BRA-07, Brazil",VCS,Late to verify,,"Livestock, enteric fermentation, and manure management",Latin America,Brazil,,,,No,,,,,AMS-III.D.,AMS-III.D. Methane recovery in animal manure management systems,AMS-III.D. Methane recovery in animal manure management systems,"[(189, 'Manure Methane Digester')]",Manure Methane Digester,Manure Methane Digester
VCS418,Heilongjiang Yilan Maanshan Wind Power Project,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS419,Burcbendi 27.33 MW Hydroelectric Power Plant,VCS,Withdrawn,,Energy industries (renewable/non-renewable sources),,Turkey,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,"[(12, 'Hydropower')]",Hydropower,Hydropower
VCS145,Enercon Bundled Wind power projects (2004 Policy) in Rajasthan,VCS,Late to verify,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS148,Hebei Kangbao Wolongtushan 30 MW Wind Farm Project,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS149,Rongcheng Dongchudao Wind Farm,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0002;AMS-I.D.,ACM0002 Grid-connected electricity generation from renewable sources;AMS-I.D. Grid connected renewable electricity generation,ACM0002 Grid-connected electricity generation from renewable sources;AMS-I.D. Grid connected renewable electricity generation,[],,Wind
VCS150,Inner Mongolia Wudaogou 50.25MW Wind Power Project,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS151,Yuyao Electricity Generation Project using Natural Gas,VCS,Registered,,Energy industries (renewable/non-renewable sources),,China,,,,No,,,,,ACM0002;AM0029,ACM0002 Grid-connected electricity generation from renewable sources;AM0029 Baseline Methodology for Grid Connected Electricity Generation Plants using Natural Gas,ACM0002 Grid-connected electricity generation from renewable sources;AM0029 Baseline Methodology for Grid Connected Electricity Generation Plants using Natural Gas,"[(124, 'Natural Gas Electricity Generation')]",Natural Gas Electricity Generation,Natural Gas Electricity Generation
VCS152,Ningxia Tianjing 50.25MW Wind-farm Project,VCS,Late to verify,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS153,"Rick husk based cogeneration plant (5 MW) at Shibzada Ajit Singh Nagar District, Punjab by M/s Nahar Industrial Enterprises limited.",VCS,Late to verify,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,AMS-I.C.,AMS-I.C. Thermal energy production with or without electricity,AMS-I.C. Thermal energy production with or without electricity,[],,Biomass
VCS155,Ewald 1/2/7 Utilization of Coal-Mine-Methane,VCS,Registered,,Mining/mineral production,,Germany,,,,No,,,,,AMS-III.D.,AMS-III.D. Methane recovery in animal manure management systems,AMS-III.D. Methane recovery in animal manure management systems,"[(131, 'Mine Methane Capture'), (189, 'Manure Methane Digester')]",Mine Methane Capture,Mine Methane Capture
VCS156,Zhejiang Cixi Wind Farm Project,VCS,Registered,,Energy industries (renewable/non-renewable sources),,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS157,Zhejiang Qushan Wind Farm Project,VCS,Registered,,Energy industries (renewable/non-renewable sources),,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS159,"Minister Stein 4, Utilization of Coalmine Methane",VCS,Registered,,Mining/mineral production,,Germany,,,,No,,,,,AMS-III.D.,AMS-III.D. Methane recovery in animal manure management systems,AMS-III.D. Methane recovery in animal manure management systems,"[(131, 'Mine Methane Capture'), (189, 'Manure Methane Digester')]",Mine Methane Capture,Mine Methane Capture
VCS160,Westfalen 1/2 Utilization of Coalmine Methane,VCS,Registered,,Mining/mineral production,,Germany,,,,No,,,,,AMS-III.D.,AMS-III.D. Methane recovery in animal manure management systems,AMS-III.D. Methane recovery in animal manure management systems,"[(131, 'Mine Methane Capture'), (189, 'Manure Methane Digester')]",Mine Methane Capture,Mine Methane Capture
VCS161,Texas CFL Distribution Project,VCS,Late to verify,,Energy demand,North America,United States,,,,No,,,,,AMS-II.J.,AMS-II.J. Demand-side activities for efficient lighting technologies,AMS-II.J. Demand-side activities for efficient lighting technologies,[],,Lighting
VCS162,Her-Fried Utilization of Coalmine Methane,VCS,Registered,,"Fugitive emissions from fuels (solid, oil and gas)",,Germany,,,,No,,,,,AMS-III.D.,AMS-III.D. Methane recovery in animal manure management systems,AMS-III.D. Methane recovery in animal manure management systems,"[(189, 'Manure Methane Digester')]",Manure Methane Digester,Mine Methane Capture
VCS163,Imudia Utilization of Coal-Mine-Methane,VCS,Registered,,Waste handling and disposal,,Germany,,,,No,,,,,AMS-III.D.,AMS-III.D. Methane recovery in animal manure management systems,AMS-III.D. Methane recovery in animal manure management systems,"[(189, 'Manure Methane Digester')]",Manure Methane Digester,Mine Methane Capture
VCS164,Primavera Small Hydroelectric Project,VCS,Registered,,Energy industries (renewable/non-renewable sources),Latin America,Brazil,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,"[(12, 'Hydropower')]",Hydropower,Hydropower
VCS146,Pôr do Sol Ceramic Fuel Switching Project,VCS,Registered,,Energy industries (renewable/non-renewable sources),Latin America,Brazil,,,,No,,,,,AMS-I.E.,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user,[],,Biomass
VCS167,Sexton Energy Des Plaines Landfill Methane Recovery and Destruction Project,VCS,Registered,,"Fugitive emissions from fuels (solid, oil and gas)",North America,United States,,,,No,,,,,ACM0001,ACM0001 Flaring or use of landfill gas,ACM0001 Flaring or use of landfill gas,"[(160, 'Landfill Methane')]",Landfill Methane,Landfill Methane
VCS169,"Zhongfang County Pailou Hydro Project, China",VCS,Registered,,Energy industries (renewable/non-renewable sources),,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,"[(12, 'Hydropower')]",Hydropower,Hydropower
VCS170,"22.5 MW grid connected wind farm project by RSMMLin Jaisalmer,India",VCS,Late to verify,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS171,Pingwu Renjiaba 12.6 MW Small Hydropower Project,VCS,Registered,,Energy industries (renewable/non-renewable sources),,China,,,,No,,,,,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,AMS-I.D. Grid connected renewable electricity generation,"[(13, 'Hydropower')]",Hydropower,Hydropower
VCS172,"Yunnan Zemahe 15MW Small Hydropower Project, P. R. China",VCS,Registered,,Energy industries (renewable/non-renewable sources),,China,,,,No,,,,,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,AMS-I.D. Grid connected renewable electricity generation,"[(13, 'Hydropower')]",Hydropower,Hydropower
VCS176,"Methane Capture, Power and Heat generation from Coal Mine Gas in the Concession HER-TEUTO",VCS,Registered,,"Energy industries (renewable/non-renewable sources); Fugitive emissions from fuels (solid, oil and gas)",Europe,Germany,,,,No,,,,,AM0010,AM0010 Landfill gas capture and electricity generation projects where landfill gas capture is not mandated by law,AM0010 Landfill gas capture and electricity generation projects where landfill gas capture is not mandated by law,[],,Mine Methane Capture
VCS177,"Datteln-Methan 1, Utilization of Coalmine Methane",VCS,Registered,,Mining/mineral production,,Germany,,,,No,,,,,nan,,nan,"[(131, 'Mine Methane Capture')]",Mine Methane Capture,Mine Methane Capture
VCS178,"Blumenthal 3/4, Utlization of Coalmine Methane",VCS,Registered,,Mining/mineral production,,Germany,,,,No,,,,,nan,,nan,"[(131, 'Mine Methane Capture')]",Mine Methane Capture,Mine Methane Capture
VCS179,"Energy efficiency improvement in power generation at Sajjan India Limited, Ankhleshwar, Gujarat",VCS,Late to verify,,Manufacturing industries,Asia,India,,,,No,,,,,AMS-II.D.,AMS-II.D. Energy efficiency and fuel switching measures for industrial facilities,AMS-II.D. Energy efficiency and fuel switching measures for industrial facilities,[],,Energy Efficiency
VCS180,Rialma Companhia Energética I S/A. – Santa Edwiges I Small Hydro Power Plant - Small Scale CDM Project,VCS,Registered,,Energy industries (renewable/non-renewable sources),Latin America,Brazil,,,,No,,,,,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,AMS-I.D. Grid connected renewable electricity generation,"[(13, 'Hydropower')]",Hydropower,Hydropower
VCS181,Fuel-Wood Saving with Improved Cookstoves in Cambodia,VCS,Registered,,Energy demand,Asia,Cambodia,,,,No,,,,,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,[],,Cookstoves
VCS182,"Niederberg 1/2, Utilization of Coalmine Methane",VCS,Registered,,Mining/mineral production,,Germany,,,,No,,,,,nan,,nan,"[(131, 'Mine Methane Capture')]",Mine Methane Capture,Mine Methane Capture
VCS183,"Niederberg 3, Utilization of Coalmine Methane Capture",VCS,Registered,,Mining/mineral production,,Germany,,,,No,,v1,,,VCS Project Specific,,VCS Project Specific,"[(131, 'Mine Methane Capture')]",Mine Methane Capture,Mine Methane Capture
VCS184,"Dingen-Methan 1, Utilization of Coal-Mine-Methane",VCS,Registered,,Mining/mineral production,Europe,Germany,,,,No,,v1,,,VCS Project Specific,,VCS Project Specific,"[(131, 'Mine Methane Capture')]",Mine Methane Capture,Mine Methane Capture
VCS203,"Blumenthal 7, Utilisation of Coal-Mine-Methane",VCS,Registered,,"Fugitive emissions from fuels (solid, oil and gas)",,Germany,,,,No,,,,,nan,,nan,[],,Mine Methane Capture
VCS204,"Hugo 9, CMM Utilization",VCS,Registered,,Mining/mineral production,,Germany,,,,No,,,,,AMS-III.D.,AMS-III.D. Methane recovery in animal manure management systems,AMS-III.D. Methane recovery in animal manure management systems,"[(131, 'Mine Methane Capture'), (189, 'Manure Methane Digester')]",Mine Methane Capture,Mine Methane Capture
VCS205,"Consolidation 1/6, Utlization of Coal-Mine-Methane",VCS,Registered,,Mining/mineral production,,Germany,,,,No,,,,,AMS-III.D.,AMS-III.D. Methane recovery in animal manure management systems,AMS-III.D. Methane recovery in animal manure management systems,"[(131, 'Mine Methane Capture'), (189, 'Manure Methane Digester')]",Mine Methane Capture,Mine Methane Capture
VCS206,"Emschermulde 1, Utilization of Coal-Mine-Methane",VCS,Registered,,Mining/mineral production,,Germany,,,,No,,,,,nan,,nan,"[(131, 'Mine Methane Capture')]",Mine Methane Capture,Mine Methane Capture
VCS207,"Erin 6, Utilization of Coal-Mine-Methane",VCS,Registered,,Mining/mineral production,,Germany,,,,No,,,,,AMS-III.D.,AMS-III.D. Methane recovery in animal manure management systems,AMS-III.D. Methane recovery in animal manure management systems,"[(131, 'Mine Methane Capture'), (189, 'Manure Methane Digester')]",Mine Methane Capture,Mine Methane Capture
VCS208,"Ewald Fortsetzung 4/5, Utilization of Coal-Mine-Methane",VCS,Registered,,Mining/mineral production,,Germany,,,,No,,,,,AMS-III.D.,AMS-III.D. Methane recovery in animal manure management systems,AMS-III.D. Methane recovery in animal manure management systems,"[(131, 'Mine Methane Capture'), (189, 'Manure Methane Digester')]",Mine Methane Capture,Mine Methane Capture
VCS209,"Gneisenau 4, Utilisation of Coal-Mine-Methane",VCS,Registered,,Mining/mineral production,,Germany,,,,No,,,,,nan,,nan,"[(131, 'Mine Methane Capture')]",Mine Methane Capture,Mine Methane Capture
VCS210,"Haus Aden, Utilization of Coal-Mine-Methane",VCS,Registered,,Mining/mineral production,,Germany,,,,No,,,,,ACM0008,ACM0008 Abatement of methane from coal mines,ACM0008 Abatement of methane from coal mines,"[(118, 'Mine Methane Capture'), (131, 'Mine Methane Capture')]",Mine Methane Capture,Mine Methane Capture
VCS211,"Hugo Ost, Utilization of Coal-Mine-Methane",VCS,Registered,,Mining/mineral production,,Germany,,,,No,,,,,AMS-III.D.,AMS-III.D. Methane recovery in animal manure management systems,AMS-III.D. Methane recovery in animal manure management systems,"[(131, 'Mine Methane Capture'), (189, 'Manure Methane Digester')]",Mine Methane Capture,Mine Methane Capture
VCS212,"Joarin, Utilization of Coal-Mine-Methane",VCS,Registered,,Mining/mineral production,,Germany,,,,No,,,,,nan,,nan,"[(131, 'Mine Methane Capture')]",Mine Methane Capture,Mine Methane Capture
VCS213,"Kurl 3, Utilization of Coal-Mine-Methane",VCS,Registered,,"Fugitive emissions from fuels (solid, oil and gas)",,Germany,,,,No,,,,,nan,,nan,[],,Mine Methane Capture
VCS214,"Lohberg 1/2, Utilization of Coal-Mine-Methane",VCS,Registered,,"Fugitive emissions from fuels (solid, oil and gas)",,Germany,,,,No,,,,,ACM0008,ACM0008 Abatement of methane from coal mines,ACM0008 Abatement of methane from coal mines,"[(118, 'Mine Methane Capture')]",Mine Methane Capture,Mine Methane Capture
VCS215,"Lothringen 6, Utilization of Coal-Mine-Methane",VCS,Registered,,Mining/mineral production,,Germany,,,,No,,,,,AMS-III.D.,AMS-III.D. Methane recovery in animal manure management systems,AMS-III.D. Methane recovery in animal manure management systems,"[(131, 'Mine Methane Capture'), (189, 'Manure Methane Digester')]",Mine Methane Capture,Mine Methane Capture
VCS216,"Mansfield Toray, Utilization of Coal-Mine-Methane",VCS,Registered,,"Fugitive emissions from fuels (solid, oil and gas)",,United Kingdom,,,,No,,,,,ACM0008,ACM0008 Abatement of methane from coal mines,ACM0008 Abatement of methane from coal mines,"[(118, 'Mine Methane Capture')]",Mine Methane Capture,Mine Methane Capture
VCS217,"Prosper IV, Utilization of Coal-Mine-Methane",VCS,Registered,,Mining/mineral production,,Germany,,,,No,,,,,ACM0008,ACM0008 Abatement of methane from coal mines,ACM0008 Abatement of methane from coal mines,"[(118, 'Mine Methane Capture'), (131, 'Mine Methane Capture')]",Mine Methane Capture,Mine Methane Capture
VCS218,"Radbod V, Utilization of Coal-Mine-Methane",VCS,Registered,,Mining/mineral production,,Germany,,,,No,,,,,nan,,nan,"[(131, 'Mine Methane Capture')]",Mine Methane Capture,Mine Methane Capture
